ShortName;ValorSymbol;ValorNumber;ISIN;TitleSegmentDesc;BasketMembershipsSymbols;TradingBaseCurrency;ClosingPrice;ClosingPerformance;ClosingDelta;BidVolume;BidPrice;AskPrice;AskVolume;MidSpread;PreviousClosingPrice;LatestTradeDate;LatestTradeTime;OpeningPrice;DailyHighPrice;DailyLowPrice;ClobVolume;OffBookVolume;SwissAtMidVolume;SwissAtMidRatioOnMarket;SwissAtMidRatioTotal;SwissAtMidTurnover;EbboVolume;TotalTurnover;TotalTurnoverCHF;GeographicalAreaDesc;ListingSegmentDesc;SecTypeDesc
NESTLE N;NESN;3886335;CH0038863350;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C3000P|C3000T|C3500P|C3500T|SLI|SLIC|SMIDVP|SLIDP|SDIVI|SDIVIC|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIMP|SPIRP|SPILP|SPIQP|SPIMTP|SPIMPE|SPIRPE|SPILPE|SPIQPE|SPITPE|SPIMPC|SPIRPC|SPILPC|SPIQPC|SPIMTC|SPIMPD|SPIRPD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIELC|SPIEQP|SPIEMP|SPIERP|SPIELP;CHF;121.9;-2.06;-2.56;1008;+Market;+Market;738;;124.46;20220110;173946.486;124.6;124.62;121.58;3717230;616650;218428;5.8635;4.7898;26802556.87;7966;559452918.39;559452918.39;Switzerland;International Reporting Standard;Registered share
NESTLE N 2. LINIE;NESNE;37207134;CH0372071347;Swiss Shares;;CHF;122.18;-1.82;-2.26;0;-Market;;0;;124.44;20220110;164047.456;124.34;124.34;122.14;535000;0;0;0;0;0;0;65824230;65824230;Switzerland;International Reporting Standard;Registered share
NEW VALUE N;NEWN;1081986;CH0010819867;Swiss Shares;IGSP|IGSTR|SSIP|SSIRT;CHF;0.78;0;0;500;0.78;0.8;500;2.5316;0.78;20220110;90108;0.78;0.78;0.78;1;0;0;0;0;0;0;0.78;0.78;Switzerland;Standard for Investment Companies;Registered share
NEWRON PHARMA N;NWRN;2791431;IT0004147952;Foreign Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;1.53;0;0;1634;1.53;1.58;112;3.2154;1.53;20220110;173049;1.53;1.53;1.53;3850;0;0;0;0;0;0;5890.5;5890.5;Italy;International Reporting Standard;Registered share
NIBE Industrier AB N;NIBEB;111709033;SE0015988019;Foreign Shares;;CHF;11.91;-4.64;-0.58;0;-Market;15;578;;12.49;20220110;100438.472;11.955;11.955;11.91;1014;0;0;0;0;0;0;12086.37;12086.37;Sweden;International Reporting Standard;Registered share
NOVARTIS  N 2. LINIE;NOVNEE;3845941;CH0038459415;Swiss Shares;;CHF;82.42;0.63;0.52;0;-Market;;0;;81.9;20220110;170412.302;82.11;82.61;82.11;500000;0;0;0;0;0;0;41190560;41190560;Switzerland;International Reporting Standard;Registered share
NOVARTIS N;NOVN;1200526;CH0012005267;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SLIFE|SLIFEX|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SLI|SLIC|SMIDVP|SLIDP|SDIVI|SDIVIC|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIRV|SPILP|SPIQP|SPIMTP|SPIVPE|SPIRVE|SPILPE|SPIQPE|SPITPE|SPIVPC|SPIRVC|SPILPC|SPIQPC|SPIMTC|SPIVPD|SPIRVD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIEQC|SPIEMTC|SPIERV|SPIEQP|SPIERD|SPIEVP;CHF;82.39;0.81;0.66;6171;+Market;+Market;2422;;81.73;20220110;173357.457;81.6;82.58;81.56;4449104;193238;103320;2.3063;2.1631;8496999.7;30850;392957741.82;392957741.82;Switzerland;International Reporting Standard;Registered share
Novavest Real Estate N;NREN;21218624;CH0212186248;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX;CHF;46.6;-0.21;-0.1;1000;46.2;46.7;954;1.0764;46.7;20220110;173049;46.5;46.7;46.3;899;0;0;0;0;0;0;41883.1;41883.1;Switzerland;Standard for Real Estate Companies;Registered share
O FUESSLI N;OFN;342080;CH0003420806;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;92.8;-1.07;-1;298;92.8;93.8;62;1.0718;93.8;20220110;173049;94;94;92.6;773;0;0;0;0;0;0;72155.4;72155.4;Switzerland;Swiss Reporting Standard;Registered share
OBSEVA N;OBSN;34617770;CH0346177709;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;1.81;-1.09;-0.02;500;2.01;1.9;25000;-5.6266;1.83;20220110;173049;1.85;1.885;1.74;278115;0;1617;0.5804;0.577;2923.78;500;505045.43;505045.43;Switzerland;International Reporting Standard;Registered share
OC OERLIKON N;OERL;81682;CH0000816824;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SPIVP|SPISZ|SPIRV|SPIMTP|SPIVPE|SPISPE|SPIRVE|SPITPE|SPIVPC|SPISPC|SPIRVC|SPIMTC|SPIVPD|SPISPD|SPIRVD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIESZ|SPIEMTC|SPIERV|SPIESC|SPIERD|SPIEVP;CHF;9.495;-1.09;-0.105;5000;9.45;9.63;200;1.8868;9.6;20220110;173049;9.645;9.645;9.415;557898;0;26738;4.7193;4.5066;255917.99;8669;5654244.09;5654244.09;Switzerland;International Reporting Standard;Registered share
ONE SWISS BANK N;ONE;47324350;CH0473243506;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;2.98;0;0;1777;2.98;3.12;650;4.5902;2.98;20220110;162334.877;3.2;3.2;2.98;1875;0;0;0;0;0;0;5722.08;5722.08;Switzerland;Swiss Reporting Standard;Registered share
ORASCOM DEVELOPMENT HLD AG N;ODHN;3828567;CH0038285679;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;10.86;0.56;0.06;680;10.6;10.96;99;3.3395;10.8;20220110;173049;10.7;10.98;10.52;6738;0;0;0;0;0;0;72064.9;72064.9;Switzerland;International Reporting Standard;Registered share
ORIOR N;ORON;11167736;CH0111677362;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3500P|C3500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;90.3;-1.42;-1.3;15;89.7;92.5;20;3.0735;91.6;20220110;173049;92.3;92.3;89.9;15345;0;783;5.0624;4.8185;71354.25;122;1475452.65;1475452.65;Switzerland;Swiss Reporting Standard;Registered share
PARTNERS GROUP N;PGHN;2460882;CH0024608827;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEXC|SMIEXP|C8700P|C8700T|C8000P|C8000T|SLI|SLIC|SMIDVP|SLIDP|SDIVI|SDIVIC|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPIMP|SPIRP|SPIMTP|SPIMPE|SPIRPE|SPITPE|SPIMPC|SPIRPC|SPIMTC|SPIMPD|SPIRPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEMTC|SPIERC|SPIEMC|SPIEMP|SPIERP;CHF;1325.5;-3.88;-53.5;22;+Market;+Market;250;;1379;20220110;173134.308;1381.5;1385;1313.5;103298;17161;3657;3.5195;2.932;4897252;610;154664424.5;154664424.5;Switzerland;International Reporting Standard;Registered share
Peach Property N;PEAN;11853036;CH0118530366;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;62;-1.9;-1.2;422;+Market;62.6;442;;63.2;20220110;173049;62.8;63;60.8;13986;0;1676;11.8899;10.6264;102908.8;110;974024.8;974024.8;Switzerland;International Reporting Standard;Registered share
PEPSICO;PEP;961618;US7134481081;Foreign Shares;;CHF;148;0;0;0;;160;15;;148;20211229;;;;;0;0;0;;;0;0;0;0;United States;International Reporting Standard;Registered share
PERFECT N;PRFN;911512;CH0009115129;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI;CHF;0.073;-6.41;-0.005;54999;0.073;0.07;2500;-4.1958;0.078;20220110;173049.692;0.075;0.078;0.073;126732;0;0;0;0;0;0;9350.87;9350.87;Switzerland;Swiss Reporting Standard;Registered share
PERROT DUVAL I;PEDU;25262070;CH0252620700;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI;CHF;96.5;-5.39;-5.5;164;95;103;48;8.0808;102;20220110;173049;96.5;96.5;96.5;16;0;0;0;0;0;0;1544;1544;Switzerland;Swiss Reporting Standard;Bearer share
PHILIP MRRS INT-WI;PMI;3754629;US7181721090;Foreign Shares;;CHF;84;1.82;1.5;0;;;0;;82.5;20220110;90558.373;84;84;84;180;0;0;0;0;0;0;15120;15120;United States;International Reporting Standard;Registered share
PHOENIX I;PM;218781;CH0002187810;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;391;-2.01;-8;270;391;394;42;0.7643;399;20220110;173049;400.5;403;390.5;312;0;0;0;0;0;0;123799.5;123799.5;Switzerland;Swiss Reporting Standard;Bearer share
PIERER Mobility AG;PMAG;41860974;AT0000KTMI02;Foreign Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXBSX|SXBPX|SSIP|SSIRT|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C3000P|C3000T|C3300P|C3300T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;92.8;-0.96;-0.9;207;+Market;95;746;;93.7;20220110;173049;93.1;93.3;91.7;7252;0;0;0;0;0;0;672227.4;672227.4;Austria;International Reporting Standard;Bearer share
PLAZZA N;PLAN;28414291;CH0284142913;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX;CHF;332;-0.3;-1;239;328;332;50;1.2121;333;20220110;173049;330;332;328;1585;0;3;0.1889;0.1886;985.5;3;525848.5;525848.5;Switzerland;Standard for Real Estate Companies;Registered share
POENINA HOLDING N;PNHO;12252764;CH0122527648;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2300P|C2300T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;46.5;-1.9;-0.9;300;46.5;46.8;300;0.6431;47.4;20220110;173049;47.3;47.4;46.5;2998;0;68;2.2682;2.2179;3175.6;0;143482.8;143482.8;Switzerland;Swiss Reporting Standard;Registered share
POLYPEPTIDE N;PPGN;111076085;CH1110760852;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT;CHF;99.9;-12.67;-14.5;95;102;101;35;-0.9852;114.4;20220110;173049;113.2;113.8;98.4;72487;15469;11127;15.2479;11.1751;1159151.15;487;10238680.72;10238680.72;Switzerland;International Reporting Standard;Registered share
PRIVATE EQUITY N;PEHN;608992;CH0006089921;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|IGSP|IGSTR|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;97;0;0;276;94.5;97.5;244;3.125;97;20220110;173049;96;97;94.5;905;0;0;0;0;0;0;86673.5;86673.5;Switzerland;Standard for Investment Companies;Registered share
PSP N;PSPN;1829415;CH0018294154;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SMIMDP|SREAL|SREALX|CHRE|CHREX|CHRES|CHRESX|SPIVP|SPISZ|SPILP|SPIQP|SPIMTP|SPIVPE|SPISPE|SPILPE|SPIQPE|SPITPE|SPIVPC|SPISPC|SPILPC|SPIQPC|SPIMTC|SPIVPD|SPISPD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|RESAL|RESALX|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEVC|SPIESZ|SPIEQC|SPIEMTC|SPIELC|SPIERV|SPIEQP|SPIESC|SPIERD|SPIELP|SPIEVP;CHF;111;-0.45;-0.5;30;111;112;120;0.8969;111.5;20220110;173049;111.7;111.8;110.6;79202;0;2143;2.702;2.6309;237871.6;111;9043676.2;9043676.2;Switzerland;Standard for Real Estate Companies;Registered share
RELIEF THERAPEUTICS N;RLF;10019113;CH0100191136;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SLIFE|SLIFEX|SBIOM|SPIEX|SPIEXX|SBIOMX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|SPISZ|SPIMTP|SPISPE|SPITPE|SPISPC|SPIMTC|SPISPD|SPITPD|ESCGIP|ESCGIT;CHF;0.097;-3.96;-0.004;14000;+Market;+Market;40000;;0.101;20220110;173141.63;0.107;0.116;0.092;38676401;0;19596;0.0502;0.0502;2086.97;362252;4130363.3;4130363.3;Switzerland;International Reporting Standard;Registered share
RICHEMONT N;CFR;21048333;CH0210483332;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXRSX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SMIEUR|SMIEXC|SMIEXP|C3000P|C3000T|C3700P|C3700T|SLI|SLIC|SMIDVP|SLIDP|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIMP|SPIRP|SPIRV|SPIQP|SPIMTP|SPIMPE|SPIRPE|SPIRVE|SPIQPE|SPITPE|SPIMPC|SPIRPC|SPIRVC|SPIQPC|SPIMTC|SPIMPD|SPIRPD|SPIRVD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIERV|SPIEQP|SPIEMP|SPIERP|SPIERD;CHF;132.7;-2.89;-3.95;228;+Market;+Market;50;;136.65;20220110;173613.537;137.5;137.5;131.75;992610;0;26602;2.6785;2.6087;3569254.28;543;136707333.73;136707333.73;Switzerland;International Reporting Standard;Registered share
RIETER N;RIEN;367144;CH0003671440;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;188.6;-2.68;-5.2;288;+Market;199;25;;193.8;20220110;173049;196.4;198.4;186.8;11975;0;484;3.9783;3.8261;93738.7;191;2443896.3;2443896.3;Switzerland;International Reporting Standard;Registered share
ROCHE GS;ROG;1203204;CH0012032048;Swiss Shares;SMIC|SPIX|SLCI|SOCI|SLCIX|SOCIX|SXBPX|SXPCX|SSIP|SSIRT|SMI|SBO100|SBM100|SXGE|SXBP|SXPC|SNSPIX|SNSPI|SMIEUR|SLIFE|SLIFEX|SMIEXC|SMIEXP|C4000P|C4000T|C4500P|C4500T|SLI|SLIC|SMIDVP|SLIDP|SDIVI|SDIVIC|SSUSTX|SSUST|SMCEUR|SLCEUR|SLIEUR|SMIUSD|SMCUSD|SLIUSD|SLCUSD|SPIVP|SPIMP|SPIRP|SPIRV|SPILP|SPIQP|SPIMTP|SPIVPE|SPIMPE|SPIRPE|SPIRVE|SPILPE|SPIQPE|SPITPE|SPIVPC|SPIMPC|SPIRPC|SPIRVC|SPILPC|SPIQPC|SPIMTC|SPIVPD|SPIMPD|SPIRPD|SPIRVD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPI20|SPI2C|ESCGLP|ESCGLT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIGE|SPIGT|SPIEMTP|SPIEVC|SPIEQC|SPIEMTC|SPIERC|SPIEMC|SPIELC|SPIEQP|SPIEMP|SPIERP|SPIELP|SPIEVP;CHF;371.2;-1.53;-5.75;199;+Market;+Market;224;;376.95;20220110;173125.878;378.65;379.65;371.2;1039019;257962;54123;5.1934;3.9966;20379471.32;3138;507748412.62;507748412.62;Switzerland;International Reporting Standard;Dividend-right certificate
ROCHE I;RO;1203211;CH0012032113;Swiss Shares;SSIP|SSIRT;CHF;401;-0.79;-3.2;25;+Market;405;50;;404.2;20220110;173049;406;407;399.4;19735;0;152;0.7656;0.7597;61286.9;120;8042039.1;8042039.1;Switzerland;International Reporting Standard;Bearer share
ROMANDE ENERGIE N;HREN;2560733;CH0025607331;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C7500T|C7500P|C7000P|C7000T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;1385;1.84;25;63;1385;1400;7;1.0772;1360;20220110;173049;1385;1405;1385;89;0;0;0;0;0;0;123965;123965;Switzerland;Swiss Reporting Standard;Registered share
ROYAL BK CDA;RY;699232;CA7800871021;Foreign Shares;;CHF;97.5;0;0;0;-Market;;0;;97.5;20211207;;;;;0;0;0;;;0;0;0;0;Canada;International Reporting Standard;Registered share
SAINT GOBAIN I;GOB;490580;FR0000125007;Foreign Shares;;CHF;64.5;0;0;0;;;0;;64.5;20211101;;;;;0;0;0;;;0;0;0;0;France;International Reporting Standard;Bearer share
SANTHERA N;SANN;2714864;CH0027148649;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C4000P|C4000T|C4500P|C4500T|SXSLIX|SXSLI|ESCGIP|ESCGIT;CHF;1.446;2.55;0.036;10;1.446;1.46;2045;0.9635;1.41;20220110;173049;1.44;1.47;1.4;151860;0;0;0;0;0;0;218155.87;218155.87;Switzerland;International Reporting Standard;Registered share
SCHAFFNER N;SAHN;906209;CH0009062099;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;320;-4.48;-15;250;318;328;12;3.096;335;20220110;173049;335;335;314;448;0;7;1.5625;1.5385;2338;0;150070;150070;Switzerland;Swiss Reporting Standard;Registered share
SCHINDLER N;SCHN;2463821;CH0024638212;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXRSX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|SMIMDP|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;231.4;-3.34;-8;34;232;243;300;4.6316;239.4;20220110;173049;240;240.6;231.4;32146;0;3097;9.627;8.7816;732411.1;24;8266342.3;8266342.3;Switzerland;International Reporting Standard;Registered share
SCHINDLER PS;SCHP;2463819;CH0024638196;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXBPX|SXPCX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXBP|SXPC|SNSPIX|SNSPI|SPIEX|SPIEXX|SMIMC|SMIM|SMIEXC|SMIEXP|C2000P|C2000T|C2700P|C2700T|SLI|SLIC|SMIMDP|SLIDP|SSUSTX|SSUST|SLCEUR|SLIEUR|SLIUSD|SLCUSD|SPIRV|SPILP|SPIQP|SPIMTP|SPIRVE|SPILPE|SPIQPE|SPITPE|SPIRVC|SPILPC|SPIQPC|SPIMTC|SPIRVD|SPILPD|SPIQPD|SPITPD|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET|SPIEMTP|SPIEMTC|SPIELC|SPIERV|SPIERD|SPIELP;CHF;233.8;-2.87;-6.9;32;+Market;245;670;;240.7;20220110;173049;241.9;242.1;233.4;83964;0;2252;2.6606;2.5917;531971.1;677;20533976.5;20533976.5;Switzerland;International Reporting Standard;Participation certificate
SCHLATTER N;STRN;227731;CH0002277314;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI;CHF;22.2;-2.63;-0.6;34;22.2;23.2;136;4.4053;22.8;20220110;173049;22.2;22.2;22.2;198;0;0;0;0;0;0;4395.6;4395.6;Switzerland;Swiss Reporting Standard;Registered share
SCHWEITER I;SWTQ;1075492;CH0010754924;Swiss Shares;SPIX|SMCI|SNCI|SOCI|SMCIX|SNCIX|SOCIX|SXBSX|SXBPX|SSIP|SSIRT|SBO100|SBM100|SXGE|SXBS|SXBP|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;1284;-3.75;-50;6;1274;1324;10;3.8491;1334;20220110;173049;1338;1338;1278;989;0;45;4.4335;4.2453;58130;26;1374858;1374858;Switzerland;International Reporting Standard;Bearer share
SCOR SE;SCR;2844943;FR0010411983;Foreign Shares;;CHF;27.45;0;0;0;-Market;32.9;52;;27.45;20211222;;;;;0;0;0;;;0;0;0;0;France;International Reporting Standard;Registered share
SENSIRION N;SENS;40670512;CH0406705126;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C2000P|C2000T|C2700P|C2700T|SXSLIX|SXSLI|ESCGIP|ESCGIT|SPIEWT|SPIEWP|SPIE|SPIT|SPIEU|SPIET;CHF;109.8;-8.96;-10.8;50;+Market;112;61;;120.6;20220110;173049;120.2;120.2;107.4;67179;0;4384;6.3804;5.9978;489741.2;1531;8117826.8;8117826.8;Switzerland;Swiss Reporting Standard;Registered share
SF Urban Properties N;SFPN;3281613;CH0032816131;Swiss Shares;SPIX|SSCI|SNCI|SSCIX|SNCIX|SXRSX|SSIP|SSIRT|SXGE|SXRS|SNSPIX|SNSPI|SPIEX|SPIEXX|C8700P|C8700T|C8000P|C8000T|SXSLIX|SXSLI|REAL|REALX|SREAL|SREALX|ESCGIP|ESCGIT|RESAL|RESALX;CHF;101;0;0;73;100;102;608;1.9802;101;20220110;173049;102;102;101;888;0;0;0;0;0;0;90316;90316;Switzerland;Standard for Real Estate Companies;Registered share
